Population,BroodYear,EscapementMethod,Spawners,Spawners.std,CoreRecruits,CoreRecruitsPerSpawner,maxT_spawn,wksGT13_spawn,maxP_spawn,RB_spawn,avgT_grow,wksGT15_grow,avgP_grow,medianQ_grow,RB_emerge,breakup,NPGO,maxT_spawn.std.all,avgT_grow.std.all,wksGT13_spawn.std.all,wksGT15_grow.std.all,maxT_spawn.std,avgT_grow.std,wksGT13_spawn.std,wksGT15_grow.std,maxP_spawn.std,avgP_grow.std,medianQ_grow.std,RB_spawn.std,RB_emerge.std,breakup.std,NPGO.std
Alexander,1992,Aerial survey,8244,0.5396359877203557,9814,1.190441533236293,17.6294331671062,7,116.63181014,0.06376169,15.6679580323689,8,77.053426848,298,0.06967734,121,-1.2115987825,1.3829314450059362,1.9602895757321044,1.2218497246239968,2.1771207452038652,-0.26002559790287216,0.6888773055839004,-0.6758453353343741,0.4297097345034804,-0.9564461884628498,0.3266140051484509,-0.6640792575292634,-1.1650858926082572,0.5897020507758555,-0.12832002441823182,-1.299009307029702
Alexander,1993,Aerial survey,6140,-0.038099220606131204,9867,1.6070032573289903,18.9166512242776,8,241.29969939,0.1010461,15.0912174742856,7,56.658426408,345,0.04144294,119,-1.0392085458333333,1.9075604290661579,1.6561165289161488,1.5377924567652645,1.8399125696309357,0.5800571030140648,0.10248681312326488,0.11264088922239604,0.028647315633565266,1.760299277865396,-1.15467246649205,-0.2720073405671679,-0.2887063384082298,-0.771992922299878,-0.4047016154728843,-1.142061469793874
Alexander,1994,Aerial survey,3364,-0.8003582217060968,9060,2.6932223543400715,18.2535388917954,7,125.49854483,0.1317976,14.7847369844829,6,85.405889145,352,0.04564257,124,-0.9728366116666667,1.6372970130351499,1.4944786779511583,1.2218497246239968,1.5027043940580063,0.14728722678415176,-0.2091216611311594,-0.6758453353343741,-0.37241510323634985,-0.7632235277190939,0.9332523546710089,-0.2136136508068558,0.4341155021675532,-0.5694522251439956,0.28625236216374694,-1.0816350110683763
Alexander,1995,Aerial survey,4644,-0.44888433070899453,8339,1.7956503014642549,17.2783736969686,9,125.4385773,0.08230542,14.614779621956,5,66.476170849,207,0.06641604,123,-0.6576906158333333,1.239850812989535,1.404843142416055,1.8537351889065323,1.1654962184850768,-0.48913906178927324,-0.38192272412674116,0.9011271137791662,-0.773477522106265,-0.7645303318707843,-0.44161084802036965,-1.4231972244133206,-0.7292107954669673,0.43241534322436154,0.1480615666364207,-0.7947192122623712
Alexander,1996,Aerial survey,5153,-0.3091185412421781,6976,1.3537745002910926,18.5265851463469,8,132.79406507,0.06763054,16.2419124041812,9,73.960637087,282,0.07003133,113,0.5445532826666667,1.7485819490479197,2.262993187539253,1.5377924567652645,2.5143289207767947,0.32548658758470733,1.2724349937330655,0.11264088922239604,0.8307721533733955,-0.6042405557945417,0.101985050318305,-0.7975505484099767,-1.0741475878780287,0.6067743598569436,-1.2338463886368418,0.29982989532076354
Alexander,1997,Aerial survey,12440,1.6918113366452316,6490,0.5217041800643086,20.203869281449,9,161.35615886,0.1654454,13.8235027210108,5,101.80870373,353,0.09815478,126,1.5157805166666667,2.432189413126378,0.9875235999246013,1.8537351889065323,1.1654962184850768,1.4201398039309994,-1.1864391485654833,0.9011271137791662,-0.773477522106265,0.018180656914204424,2.124586839466342,-0.2052716951268112,1.2250156119939306,1.963118411458774,0.5626339532183995,1.1840563851049712
Alexander,1998,Aerial survey,6238,-0.011189500826665562,6284,1.0073741583840974,16.1471820709695,6,165.38981185,0.09650271,14.8906120627784,6,89.992561044,281,0.05114833,122,1.8858612916666666,0.7788132209366165,1.5503172082845307,0.905906992482729,1.5027043940580063,-1.2273935565344543,-0.10147509729778982,-1.4643315598911444,-0.37241510323634985,0.10608146713285416,1.2663817926344991,-0.8058925040900213,-0.39549987765846484,-0.3039191975265699,0.009870771109094453,1.5209860068858088
Alexander,1999,Aerial survey,8831,0.7008197174198081,5994,0.6787453289548182,19.5407569489667,7,158.8165948,0.104848,14.1829207499612,3,64.855740654,394,0.03793534,121,2.080693375,2.1619259970953295,1.1770807160562506,1.2218497246239968,0.49107986733921766,0.9873699277010215,-0.8210073923944264,-0.6758453353343741,-1.5756023598460953,-0.03716117319105793,-0.5593025015779547,0.1367484877550168,-0.19934171048162233,-0.9411582414694173,-0.12832002441823182,1.698365391557365
Alexander,2e3,Aerial survey,5180,-0.30170463885395793,5168,0.9976833976833976,16.6932745800725,7,129.63078337,0.1390637,15.6568132872852,10,65.971104845,306,0.03745358,134,1.47359396,1.001383092962158,1.9544118356970324,1.2218497246239968,2.851537096349724,-0.8709948349333407,0.6775460883383205,-0.6758453353343741,1.2318345722433106,-0.6731743547775393,-0.47829373220130894,-0.5973436120889067,0.6049070335012351,-0.9643926707552871,1.6681603174370094,1.145648822372387
Alexander,2001,Aerial survey,5071,-0.3316348373841799,3549,0.6998619601656478,17.5514199515201,9,70.341281451,0.06725179,15.9521490320041,9,68.675567259,312,0.09781738,119,0.9585071891666667,1.3511357490023048,2.110171946626897,1.8537351889065323,2.5143289207767947,-0.31093970098871765,0.9778233453470622,0.9011271137791662,0.8307721533733955,-1.9652030119427848,-0.2818689466905704,-0.5472918780086392,-1.08305020310389,1.946846208617001,-0.4047016154728843,0.6767025744047966
Alexander,2002,Aerial survey,4302,-0.5427937609597828,1672,0.3886564388656439,20.1648626736559,10,164.52786147,0.09771987,17.1613538735894,12,77.093378186,367,0.05932478,114,0.20946024933333335,2.416291565124543,2.7479067404342756,2.1696779210478003,3.525953447495583,1.3946827523880454,2.2072604164964376,1.6896133383359364,2.033959409983141,0.08729796320772534,0.32951566610587174,-0.08848431560618701,-0.3668902218213442,0.0904164661533766,-1.0956555931095155,-0.005246122157835982
Alexander,2003,Aerial survey,4471,-0.49638822378907166,691,0.154551554462089,21.2180410840688,10,121.1192613,0.09410072,17.217077599008,12,50.013995805,267,0.07007145,119,-1.38061641,2.845533461173789,2.777295440609691,2.1696779210478003,3.525953447495583,2.082023144047316,2.263916502724443,1.6896133383359364,2.033959409983141,-0.858656271045928,-1.63725667593755,-0.9226798836106456,-0.4519592644475525,0.608709276211454,-0.4047016154728843,-1.4528866472073145
Alexander,2004,Aerial survey,4922,-0.37254859500806137,458,0.0930516050386022,20.1648626736559,9,225.24212869,0.1192353,16.2864913845162,11,57.993680651,736,0.03758927,127,-0.5538727425,2.416291565124543,2.286504147679648,1.8537351889065323,3.1887452719226537,1.3946827523880454,1.3177598627155902,0.9011271137791662,1.6328969911132258,1.4103749095143026,-1.0576931086256336,2.989697330330265,0.13883544077655924,-0.957848583014919,0.7008247487457258,-0.7002011525325974
Alexander,2005,Aerial survey,4756,-0.41813036524674807,508,0.10681244743481917,18.8386380086915,8,224.47710835,0.1168613,14.2637201518183,7,102.98719663,385,0.07401093,123,0.59326066,1.8757647330625264,1.2196943313106698,1.5377924567652645,1.8399125696309357,0.5291429999282192,-0.7388560673636902,0.11264088922239604,0.028647315633565266,1.3937036916662486,2.2101806395169965,0.061670886634615535,0.08303396606713334,0.7987034008442566,0.1480615666364207,0.3441741556321956
Alexander,2006,Aerial survey,1967,-1.183959023052153,544,0.27656329435688864,16.8102944034517,7,253.54358863,0.2209911,15.3001814446057,7,64.861482973,307,0.04515138,129,1.4549864083333333,1.0490766369676248,1.7663241545741377,1.2218497246239968,1.8399125696309357,-0.7946236803045411,0.31494713647863304,-0.6758453353343741,0.028647315633565266,2.027116425272864,-0.55888543762762255,-0.5890016564088622,2.530631439191638,-0.5931414465839793,0.9772063398003782,1.1287081008628261
Alexander,2007,Aerial survey,1067,-1.4310891026594905,641,0.6007497656982193,17.6294331671062,10,185.52419589,0.1068899,13.6256834957745,2,58.719589845,523,0.03411471,124,0.7362775149999999,1.3829314450059362,0.8831937143017369,2.1696779210478003,0.1538716917662882,-0.26002559790287216,-1.3875682546751704,1.6896133383359364,-1.9766647787160103,0.5448471901033484,-1.004970409654627,1.2128607704807683,-0.15134633086528845,-1.1254204416572144,0.28625236216374694,0.47437982455254124
Alexander,2008,Aerial survey,333,-1.6326374120281415,1037,3.114114114114114,15.9521490320041,9,118.79710905,0.06689799,15.0187766312414,7,55.854867443,536,0.04194698,119,1.3701422925,0.6993239809274772,1.6179112186880993,1.8537351889065323,1.8399125696309357,-1.3546788142491655,0.028833901026840386,0.9011271137791662,0.028647315633565266,-0.9092602929417383,-1.2130348591540003,1.321306194321348,-1.0913663622244438,-0.7476839681790503,-0.4047016154728843,1.0514641644328546
Alexander,2009,Aerial survey,611,-1.5563016763272082,1453,2.3780687397708675,20.0478428502767,8,104.50942747,0.08764106,14.4058156516359,6,80.520019127,301,0.1062616,128,0.8572567791666666,2.3685980211190762,1.294635516758066,1.5377924567652645,1.5027043940580063,1.3183115977592457,-0.5943830474821094,0.11264088922239604,-0.37241510323634985,-1.2206154814375327,0.578392192684303,-0.6390533904891297,-0.6037952181634284,2.354095943888357,0.839015544273052,0.5845219893785825
Anchor,2003,Weir,13273,1.172010015470657,7700,0.5801250659233029,15.5985187776077,5,80.249286194,0.09410072,13.2815496527278,2,25.746134392,267,0.07007145,119,-1.38061641,0.5551955793226843,0.7016974798425686,0.5899642603414612,0.1538716917662882,1.0817523739759114,1.4477011342692145,0.4748324320318873,2.2677868380553634,-1.1757741834186357,-1.1599986682297112,-0.9960766847023265,-0.44253003824444687,0.4424555305309959,-1.2543731676447,-1.7511092811105498
Anchor,2004,Weir,12016,0.8119109818046778,3619,0.30118175765645805,15.9562860689494,8,167.71745831,0.1192353,13.2020458102074,0,32.878017691,736,0.03758927,127,-0.5538727425,0.7010101051063143,0.6597671427541312,1.5377924567652645,-0.5205446593795707,1.3479648722590083,1.3769406798261203,1.38133071136549,-0.3779644730092272,1.1962606972903007,-0.4716342720749371,1.761191237622916,0.06334006677317423,-0.7941603890012888,0.6968739820248349,-0.9557687616460692
Anchor,2005,Weir,11156,0.5655425100841193,4708,0.4220150591609896,14.9624880374446,7,162.81895787,0.1168613,11.3195083962425,0,54.881697189,385,0.07401093,123,0.59326066,0.2959697557073109,-0.33308333901835013,1.2218497246239968,-0.5205446593795707,0.60848571036146,-0.29856579502258673,1.0791646182542893,-0.3779644730092272,1.0634190747234258,1.6521455089189192,-0.30235042705972814,0.015559852052584798,0.5924338781258635,-0.27874959280993256,0.14779176394986143
Anchor,2006,Weir,8945,-0.06785364221140971,3682,0.4116266070430408,12.9351400531747,0,127.34438087,0.2209911,11.3422237798197,0,30.178516468,307,0.04515138,129,1.4549864083333333,-0.5303125570667012,-0.32110324270739826,-0.9897494003648778,-0.5205446593795707,-0.9000517799096206,-0.2783485223246109,-1.0359980335241175,-0.3779644730092272,0.10138989328815382,-0.7321882451818751,-0.7609152414336491,2.1113240486878126,-0.5062663618376476,1.1846857694422186,0.9767855999568988
Anchor,2007,Weir,9622,0.1260899105267509,4441,0.4615464560382457,13.4916669508174,1,143.73536333,0.1068899,10.5954555447175,0,38.561676914,523,0.03411471,124,0.7362775149999999,-0.3034899614032543,-0.7149489089308623,-0.67380666822361,-0.5205446593795707,-0.48594344924698446,-0.9429913622721221,-0.7338319404129166,-0.3779644730092272,0.5458942333656611,0.07694854749230066,0.5089565522172088,-0.18512912564955739,-0.9264389555682525,-0.03484369910124071,0.2853762465644516
Anchor,2008,Weir,5806,-0.9670985639914484,3770,0.6493282810885291,12.5773727618329,0,104.6946549,0.06689799,11.1746978259375,0,33.878517396,536,0.04194698,119,1.3701422925,-0.6761270828503725,-0.40945645300085237,-0.9897494003648778,-0.5205446593795707,-1.1662642781927928,-0.42745090847249345,-1.0359980335241175,-0.3779644730092272,-0.5128442760058822,-0.37506673915107047,0.5853840212795289,-0.990024680361641,-0.6282597764591185,-1.2543731676447,0.8951642149822291
Anchor,2009,Weir,3455,-1.6406012116833475,2820,0.8162083936324168,13.4916669508174,3,78.679482157,0.08764106,10.6692805413436,0,48.226534656,301,0.1062616,128,0.8572567791666666,-0.3034899614032543,-0.6760135959201637,-0.041921203941074396,-0.5205446593795707,-0.48594344924698446,-0.8772852260035234,-0.12949975419051465,-0.3779644730092272,-1.2183454392430224,1.009793868226372,-0.7961894579239507,-0.5725401232579271,1.8202360742094474,0.9407798757335268,0.401760217303178
Campbell,1986,Foot survey,733,-0.09620977564141583,677,0.9236016371077762,12.4833800598728,0,105.19795051,0.1853568,10.2127783007711,0,44.634747013,398,0.03239102,117,1.3236367633333335,-0.7144355073350019,-0.9167729381358577,-0.9897494003648778,-0.5205446593795707,-0.6896882220232184,-1.4733770392351784,-0.7928861490194008,0,-0.38719863939051624,-0.815205461592124,0.45728899057153855,1.930726976733899,-1.2207924635909795,-0.4529900875595629,0.9976564559249788
Campbell,1987,Foot survey,571,-0.7358073769897487,857,1.500875656742557,13.1283625885452,1,97.79841662,0.1128271,10.7327131963335,0,53.960940372,339,0.03507498,122,0.6122406166666666,-0.45156122052025716,-0.6425592052665481,-0.67380666822361,-0.5205446593795707,0.07684548434803212,-0.554327751567074,-0.16518461437904178,0,-0.581436104589255,-0.006496577632378209,-0.09273349701504406,0.10883067050672675,-1.0867140049337911,0.20907234810441408,0.41799101347890877
Campbell,1989,Foot survey,218,-2.1294984465944493,908,4.165137614678899,13.0055087735599,1,129.9377005,0.06941555,11.309687363139,0,46.723169641,409,0.06522832,124,-0.4989147111666667,-0.5016325132469082,-0.3382629531795242,-0.67380666822361,-0.5205446593795707,-0.06916093591325466,0.46554550858777327,-0.16518461437904178,0,0.2622187967810104,-0.6341105745666151,0.5598355560537828,-0.981637683734311,0.41960999041865527,0.47389732237000487,-0.48740937103655146
Campbell,1990,Foot survey,458,-1.1819464445969192,668,1.4585152838427948,12.6983742360969,0,199.38285761,0.1907375,10.5155252019846,0,54.990986856,320,0.04706177,96,-1.09491887,-0.626810745063434,-0.7571041822879312,-0.9897494003648778,-0.5205446593795707,-0.434176986566175,-0.938234416036116,-0.7928861490194008,0,2.0851513608988523,0.0828225808320369,-0.26985938284801136,2.0658864693957546,-0.4879083865760651,-3.233652317348266,-0.9730502000579407
Campbell,1991,Foot survey,590,-0.6607928434982776,677,1.147457627118644,11.7462571699615,0,101.54907193,0.05548937,10.9674517356802,0,47.6923594,279,0.04327197,124,-1.9019925883333333,-1.0148632636947048,-0.5187580684859084,-0.9897494003648778,-0.5205446593795707,-1.565726743590346,-0.139398326333015,-0.7928861490194008,0,-0.48298155446777574,-0.550068528881413,-0.652078399645467,-1.331453771514279,-0.6772295920407567,0.47389732237000487,-1.6306763992106543
Campbell,1992,Foot survey,931,0.6855206260065466,807,0.8668098818474759,12.3912396986339,0,95.077794127,0.06376169,11.7901335324562,0,55.266623885,298,0.06967734,121,-1.2115987825,-0.7519889768799599,-0.084875579768618,-0.9897494003648778,-0.5205446593795707,-0.7991930372190953,1.3147935845343337,-0.7928861490194008,0,-0.6528523349435958,0.1067240919330756,-0.47495251381249975,-1.1236587681993726,0.64186283477364,0.07665986097161868,-1.0681242504598085
Campbell,1993,Foot survey,937,0.7092094260564848,915,0.9765208110992529,13.9883392934417,4,161.99104338,0.1010461,11.3118811812638,0,37.916776427,345,0.04144294,119,-1.0392085458333333,-0.10106217143394382,-0.33710593320957766,0.2740215282001934,-0.5205446593795707,1.0988904261763282,0.46942335368353266,1.7179199895420352,0,1.103617750378781,-1.3977456562831978,-0.03679900675200176,-0.18709996733766415,-0.7685996285680365,-0.1881651132939721,-0.9276558724976928
Campbell,1994,Foot survey,1076,1.2579999605467211,829,0.7704460966542751,13.0976491347989,1,105.50727645,0.1317976,11.1012746412891,0,67.321325596,352,0.04564257,124,-0.9728366116666667,-0.4640790437019096,-0.44817985032122704,-0.67380666822361,-0.5205446593795707,0.040343879282740504,0.09715022450141422,-0.16518461437904178,0,-0.37907884598204,1.1520320747192858,0.028457898554880918,0.5853566161163536,-0.5588051765901795,0.47389732237000487,-0.8735741674378683
Campbell,1995,Foot survey,734,-0.09226164229975946,725,0.9877384196185286,12.6369473286043,0,107.61854591,0.08230542,11.2131593656507,0,46.920338809,207,0.06641604,123,-0.6576906158333333,-0.651846391426739,-0.3891718318556419,-0.9897494003648778,-0.5205446593795707,-0.5071801966967582,0.2949203243794864,-0.7928861490194008,0,-0.32365810808716866,-0.6170133032934779,-1.3232922828019746,-0.6578529922114116,0.4789430903591591,0.34148483523720946,-0.6167844111736516
Campbell,1996,Foot survey,369,-1.5333303120043367,672,1.8211382113821137,13.2819298572767,1,86.267697051,0.06763054,11.5027433581158,0,59.137679509,282,0.07003133,113,0.5445532826666667,-0.3889721046119942,-0.2364451958271829,-0.67380666822361,-0.5205446593795707,0.2593535096744923,0.8067958770047019,-0.16518461437904178,0,-0.8841170266979924,0.4423977106244653,-0.6241111545139459,-1.0264759103584191,0.6595465683538938,-0.9826400360907445,0.362837483908992
Campbell,1997,Foot survey,1119,1.4277696942379452,717,0.6407506702412868,13.7119182097249,2,123.74801573,0.1654454,10.2083906645216,0,71.797789437,353,0.09815478,126,1.5157805166666667,-0.2137225800688578,-0.9190869780756983,-0.3578639360823422,-0.5205446593795707,0.7703759805885811,-1.4811327294265213,0.4625169202613172,0,0.09973982202709682,1.5402028897118507,0.0377803135987213,1.4305662686127885,2.0644664733161546,0.7387222966355956,1.154220550784215
Campbell,1998,Foot survey,761,0.0143379579249627,850,1.1169513797634691,11.9305378924393,0,108.76326177,0.09650271,10.7371008325829,0,69.429379788,281,0.05114833,122,1.8858612916666666,-0.9397563246047893,-0.6402451653267599,-0.9897494003648778,-0.5205446593795707,-1.346717113198594,-0.546572061375907,-0.7928861490194008,0,-0.2936093630817998,1.3348292876136356,-0.6334335695577863,-0.30122680722186973,-0.28376239855458935,0.20907234810441408,1.455772698889505
Campbell,1999,Foot survey,1035,1.0961264935388098,1075,1.038647342995169,13.4662105797545,1,120.92191445,0.104848,10.2566546632658,0,51.02884607,394,0.03793534,121,2.080693375,-0.3138651655220781,-0.8936325387376127,-0.67380666822361,-0.5205446593795707,0.4783631400662462,-1.3958201373222885,-0.16518461437904178,0,0.02555477778208537,-0.2607493707451091,0.419999330396177,-0.09159884756679676,-0.9438234029856711,0.07665986097161868,1.61452732009077
Campbell,2e3,Foot survey,591,-0.6568447101566213,1134,1.9187817258883249,11.9305378924393,0,96.511868425,0.1390637,11.3206564537627,0,57.362073898,306,0.03745358,134,1.47359396,-0.9397563246047893,-0.33247785332994984,-0.9897494003648778,-0.5205446593795707,-1.346717113198594,0.4849347340660397,-0.7928861490194008,0,-0.6152079426492888,0.2884283496269528,-0.4003731934617767,0.7678760633314573,-0.9678899457965502,1.7980221936979588,1.1198457665658268
Campbell,2001,Foot survey,717,-0.15937990910791786,978,1.3640167364016735,12.3298127911413,0,41.606086867,0.06725179,10.8599546475682,0,52.543223266,312,0.09781738,119,0.9585071891666667,-0.7770246232432648,-0.5754520470116005,-0.9897494003648778,-0.5205446593795707,-0.8721962473496786,-0.32941273601956833,-0.7928861490194008,0,-2.0564824868465013,-0.1294320963837115,-0.3444387031987344,-1.0359898505233935,2.047611500831119,-0.1881651132939721,0.7001386844959487
Campbell,2002,Foot survey,744,-0.052780308883195695,718,0.9650537634408602,13.3433567647693,1,127.26408445,0.09771987,11.6036589918537,0,52.869180973,367,0.05932478,114,0.20946024933333335,-0.3639364582486886,-0.18322227721117212,-0.67380666822361,-0.5205446593795707,0.33235671980507764,0.9851767514045076,-0.16518461437904178,0,0.19203648365335668,-0.10116709229266257,0.16829412421248666,-0.2706525830338825,0.12469592917293632,-0.850227548957949,0.08979432456956331
Campbell,2003,Foot survey,745,-0.04883217554153932,514,0.6899328859060403,14.6640352758603,4,111.47352009,0.09410072,12.1630826136613,0,34.480930748,267,0.07007145,119,-1.38061641,0.17432993856241358,0.11181781511654273,0.2740215282001934,-0.5205446593795707,1.901925737612754,1.9740272507941619,1.7179199895420352,0,-0.22246519184933436,-1.6956806033257221,-0.7639473801715516,-0.36156314817729374,0.6615507814425111,-0.1881651132939721,-1.2058445323098579
Campbell,2004,Foot survey,964,0.815809026281207,456,0.4730290456431535,14.4490410996362,5,199.33412229,0.1192353,11.6102404462279,0,43.523443977,736,0.03758927,127,-0.5538727425,0.08670517629084573,-0.1797512173014384,0.5899642603414612,-0.5205446593795707,1.6464145021557108,0.996810286691431,2.345621524182394,0,2.083872060720872,-0.9115706776443252,3.608265275389588,0.2698002582696014,-0.961111489316128,0.871134783768391,-0.532190709392224
Campbell,2005,Foot survey,1097,1.340910760721505,372,0.3391066545123063,13.9269123859491,3,159.06832634,0.1168613,10.4628735669909,0,79.081528339,385,0.07401093,123,0.59326066,-0.1260978177972487,-0.7848726615658564,-0.041921203941074396,-0.5205446593795707,1.0258872160457448,-1.0313026983316889,1.0902184549016762,0,1.0268965463432167,2.1718029575794335,0.33609759500161357,0.21016700691211188,0.858349320284678,0.34148483523720946,0.40252561486754174
Chuitna,1984,Aerial survey,6322,1.1602785951958972,3221,0.5094906675102816,16.3254656128892,7,200.53821572,0.1644919,11.9688778932162,0,108.69593803,641,0.0805827,126,-0.7328472883333333,0.8514759006985242,0.009394219799885384,1.2218497246239968,-0.5205446593795707,0.501589613678934,-1.375873647275079,0.6728134053330539,-1.0436493913658975,-0.623374964397087,0.47672447506091,2.227154123953548,1.1464634663161566,1.0532676501540732,0.6672197355054368,-0.8158841372792757
Chuitna,1985,Aerial survey,3556,-0.16285115393908678,1983,0.5576490438695163,14.9571831339708,5,303.88244887,0.1490716,12.3153909885267,1,104.06410212,277,0.06017491,117,0.42917472916666666,0.29380764641705304,0.1921452722184999,0.5899642603414612,-0.18333648380664125,-0.7190930744778183,-0.9467841475118165,-0.5731373452837125,-0.5777344845061219,0.7197700480663217,0.24232357182917802,-0.7598912007299139,0.8026575235535415,0.08667305359265005,-0.6050212855854388,0.19234951428411978
Chuitna,1986,Aerial survey,8769,2.330813120189861,2325,0.2651385562777968,15.2059617665015,4,249.27094146,0.1853568,12.1406536156778,1,82.326902638000007,398,0.03239102,117,1.3236367633333335,0.39520187446826344,0.09998875860568651,0.2740215282001934,-0.18333648380664125,-0.49715076754015297,-1.1631626132044202,-1.1961127205920958,-0.5777344845061219,0.009994847602220932,-0.8577195409479202,0.2330551846731051,1.6116604219621355,-1.2292831545737883,-0.6050212855854388,0.9684335379181049
