year,MJJA_avg,siteID,MJJA_max
1994,66.3058104,chuitna,90.74006116
1995,89.90328746,chuitna,113.2385321
1996,72.6735474,chuitna,118.6314985
1997,76.33715596,chuitna,136.3119266
1998,86.09250765,chuitna,113.0840979
1999,91.87729358,chuitna,134.146789
2000,78.50344037,chuitna,123.1192661
2001,65.88914373,chuitna,104.3119266
2002,86.72285933,chuitna,135.1039755
2003,85.55160551,chuitna,110.2018349
2004,49.36200306,chuitna,55.89296636
2005,60.33027523,chuitna,80.20489297
2006,106.6295872,chuitna,211.3195719
2007,63.2396789,chuitna,90.29969419
2008,66.41896025,chuitna,97.76452599
2009,56.77752294,chuitna,89.58409786
1980,55.14867424,crooked,85.96969697
1981,66.00568182,crooked,123.4356061
1982,37.26136364,crooked,44.68181818
1983,34.69034091,crooked,75.60984849
1984,55.22916667,crooked,125.9318182
1985,52.67424242,crooked,81.52272727
1986,57.68276515,crooked,95.59090909
1987,31.00094697,crooked,41.46969697
1988,44.90246212,crooked,101.0606061
1989,55.93371212,crooked,98.36363636
1990,36.83143939,crooked,56.21969697
1991,49,crooked,72.51893939
1992,41.24337121,crooked,81.53787879
1993,46.72632576,crooked,102.2424242
1994,29.95833333,crooked,34.85227273
1995,57.35511364,crooked,91.86742424
1996,32.96780303,crooked,63.06060606
1997,42.49905303,crooked,82.99242424
1998,45.20549242,crooked,54.16666667
1999,46.49621212,crooked,93.53030303
2000,40.81344697,crooked,79.875
2001,36.11742424,crooked,58.58712121
2002,49.54166667,crooked,91.87878788
2003,44.18371212,crooked,74.81439394
2004,21.54545455,crooked,24.07575758
2005,34.4157197,crooked,50.29166667
2006,56.83617424,crooked,133.5113636
2007,32.49337121,crooked,46.21590909
2008,42.37784091,crooked,76.64393939
2009,33.73579546,crooked,67.56060606
1980,62.84791667,deep,80.10104167
1981,72.66666667,deep,112.025
1982,42.71197917,deep,55.59583333
1983,37.83671875,deep,67.31041667
1984,60.30703125,deep,115.3125
1985,63.17578125,deep,95.61875
1986,67.84166667,deep,97.23958333
1987,38.21432292,deep,53.34791667
1988,49.04088542,deep,92.81875
1989,62.64192708,deep,94.00729167
1990,43.42239583,deep,58.09166667
1991,59.20442708,deep,72.55729167
1992,47.56536458,deep,75.48541667
1993,51.16796875,deep,91.06458333
1994,36.72369792,deep,49.16041667
1995,68.08333333,deep,102.5989583
1996,36.271875,deep,55.41770833
1997,47.30963542,deep,72.50416667
1998,55.63671875,deep,73.93020833
1999,50.49765625,deep,84.58125
2000,50.93151042,deep,110.378125
2001,44.38177083,deep,77.47604167
2002,56.0484375,deep,82.57291667
2003,51.16067708,deep,68.00104167
2004,25.928125,deep,32.84270833
2005,41.40390625,deep,49.54583333
2006,60.74583333,deep,118.478125
2007,38.61067708,deep,61.46979167
2008,52.57265625,deep,106.1770833
2009,37.78828125,deep,61.090625
1980,76.82864865,deshka,93.21945946
1981,100.6797297,deshka,142.350991
1982,79.34774775,deshka,100.729009
1983,54.75981982,deshka,110.4147748
1984,64.67774775,deshka,127.2854054
1985,66.10567568,deshka,97.71243243
1986,68.72063063,deshka,113.9891892
1987,54.82540541,deshka,78.66198198
1988,60.25153153,deshka,99.87783784
1989,92.01054054,deshka,158.5704505
1990,60.77936937,deshka,93.94918919
1991,47.4318018,deshka,73.17333333
1992,45.39423423,deshka,78.85585586
1993,68.78477478,deshka,143.8111712
1994,49.98783784,deshka,73.01765766
1995,60.21918919,deshka,69.31351351
1996,58.62504505,deshka,104.6825225
1997,62.85576577,deshka,129.8630631
1998,68.42585586,deshka,104.1034234
1999,76.82990991,deshka,105.2183784
2000,50.26432432,deshka,71.91675676
2001,53.41189189,deshka,86.27387387
2002,69.19540541,deshka,113.5484685
2003,63.76666667,deshka,85.59135135
2004,43.61378378,deshka,75.14774775
2005,40.74243243,deshka,80.07063063
2006,85.38558559,deshka,187.4468469
2007,48.72837838,deshka,75.6154955
2008,42.93990991,deshka,59.3981982
2009,45.1872973,deshka,75.78522523
1980,87.65140526,kenai_early,119.2556664
1981,104.9773345,kenai_early,192.8259293
1982,61.56482321,kenai_early,65.59564823
1983,51.89415231,kenai_early,104.4351768
1984,78.73594742,kenai_early,149.4125113
1985,78.01382593,kenai_early,114.9709882
1986,82.47416138,kenai_early,132.2674524
1987,52.01813237,kenai_early,67.17225748
1988,68.25181324,kenai_early,139.7923844
1989,89.56119674,kenai_early,129.0090662
1990,58.40185857,kenai_early,77.06618314
1991,86.84360834,kenai_early,123.7026292
1992,67.75135993,kenai_early,116.819583
1993,72.2105621,kenai_early,145.5947416
1994,49.6137806,kenai_early,61.28105168
1995,86.05281052,kenai_early,110.6310064
1996,49.87805984,kenai_early,85.17407072
1997,66.593835,kenai_early,118.7941976
1998,75.63712602,kenai_early,86.47416138
1999,68.47393472,kenai_early,126.4025385
2000,63.16160471,kenai_early,100.1396192
2001,56.06708976,kenai_early,78.35267452
2002,75.82955576,kenai_early,124.130553
2003,65.77085222,kenai_early,96.11151405
2004,46.10516772,kenai_early,73.10970082
2005,65.69401632,kenai_early,106.0797824
2006,88.21328196,kenai_early,183.0081596
2007,60.77357208,kenai_early,71.64641886
2008,62.43041704,kenai_early,115.5856754
2009,60.96192203,kenai_early,104.3009973
1980,88.05491279,kenai_late,120.7
1981,110.0876163,kenai_late,213.2363954
1982,62.71465116,kenai_late,68.56639535
1983,52.96590116,kenai_late,109.4969767
1984,75.0725,kenai_late,142.4903488
1985,75.8043314,kenai_late,116.5355814
1986,80.85956395,kenai_late,136.0648837
1987,53.52659884,kenai_late,72.85976744
1988,69.08706395,kenai_late,141.5404651
1989,91.64034884,kenai_late,132.1118605
1990,59.2572093,kenai_late,80.44651163
1991,89.61180233,kenai_late,137.9456977
1992,69.82334302,kenai_late,125.7068605
1993,73.76517442,kenai_late,154.5345349
1994,51.74284884,kenai_late,65.34174419
1995,83.62991279,kenai_late,105.1589535
1996,50.04645349,kenai_late,88.65197674
1997,68.26674419,kenai_late,127.1480233
1998,76.99674419,kenai_late,93.85674419
1999,66.32863372,kenai_late,123.0982558
2000,61.92430233,kenai_late,89.96372093
2001,55.88927326,kenai_late,74.95651163
2002,75.87831395,kenai_late,127.5466279
2003,65.88709302,kenai_late,98.98418605
2004,50.12209302,kenai_late,78.30465116
2005,69.55424419,kenai_late,124.180814
2006,90.97947674,kenai_late,190.7633721
2007,63.97752907,kenai_late,80.56511628
2008,59.24142442,kenai_late,110.3245349
2009,63.91840116,kenai_late,111.4788372
1980,94.85016835,lewis,117.5454546
1981,121.0395623,lewis,170.0707071
1982,81.70286195,lewis,108.2828283
1983,60.3543771,lewis,120.2323232
1984,79.89983165,lewis,161.6026936
1985,72.63131313,lewis,112.4915825
1986,84.19360269,lewis,132.5858586
1987,60.69191919,lewis,90.54545455
1988,70.3973064,lewis,124.8787879
1989,98.67508418,lewis,168.6734007
1990,61.50589226,lewis,94.44107744
1991,62.82491583,lewis,90.1043771
1992,56.08838384,lewis,100.2895623
1993,76.89478115,lewis,158.023569
1994,55.4006734,lewis,74.95622896
1995,76.7946128,lewis,100.3434343
1996,64.49158249,lewis,110.4680135
1997,69.59848485,lewis,137.7946128
1998,74.70286195,lewis,102.4208754
1999,84.6456229,lewis,123.7003367
2000,64.62457913,lewis,109.5050505
2001,60.17087542,lewis,106.5151515
2002,77.84006734,lewis,129.4781145
2003,73.06902357,lewis,100.956229
2004,43.90993266,lewis,65.51178451
2005,48.18939394,lewis,79.76094276
2006,96.88636364,lewis,207.4006734
2007,55.55050505,lewis,85.76430976
2008,57.31481482,lewis,91.38720539
2009,50.02861953,lewis,88.10774411
1980,81.80879912,little_susitna,101.3503044
1981,93.27545656,little_susitna,132.9596016
1982,63.49667958,little_susitna,99.83674599
1983,56.2252352,little_susitna,119.4178196
1984,66.12313226,little_susitna,97.86773658
1985,55.8065855,little_susitna,97.13115661
1986,61.19216934,little_susitna,110.0143885
1987,54.11579967,little_susitna,76.76148312
1988,55.87797454,little_susitna,91.46541229
1989,79.62631433,little_susitna,122.5810736
1990,52.45503597,little_susitna,88.47371334
1991,61.18566685,little_susitna,95.62700609
1992,49.46624239,little_susitna,76.35694521
1993,60.78832319,little_susitna,124.3530714
1994,43.85390149,little_susitna,71.79856115
1995,65.90661317,little_susitna,84.09241837
1996,51.21831765,little_susitna,82.77808522
1997,59.80188157,little_susitna,113.2191478
1998,64.87327061,little_susitna,97.60819037
1999,72.61925844,little_susitna,109.1256226
2000,53.96776425,little_susitna,82.58716104
2001,50.99349751,little_susitna,90.484228
2002,65.66851135,little_susitna,102.7249585
2003,55.63613724,little_susitna,75.86884339
2004,39.84366353,little_susitna,45.04205866
2005,57.24584947,little_susitna,89.23907028
2006,81.66062535,little_susitna,161.2108467
2007,56.10514665,little_susitna,74.08909795
2008,54.44576646,little_susitna,112.4244604
2009,51.75484228,little_susitna,86.58771444
1980,96.80785714,little_willow,120.9814286
1981,113.7853571,little_willow,162.5528571
1982,79.12428571,little_willow,125.6085714
1983,67.78607143,little_willow,139.9685714
1984,77.79892857,little_willow,112.4214286
1985,67.25392857,little_willow,106.4042857
1986,73.64428571,little_willow,138.9485714
1987,66.62357143,little_willow,96.49571429
1988,66.965,little_willow,98.43857143
1989,97.1325,little_willow,145.7428571
1990,66.20821429,little_willow,111.0128571
1991,65.94178571,little_willow,109.7157143
1992,56.63357143,little_willow,84.47714286
1993,73.58392857,little_willow,143.8128571
1994,54.01071429,little_willow,88.55142857
1995,75.12357143,little_willow,83.27714286
1996,62.92928571,little_willow,98.64571429
1997,70.92357143,little_willow,133.0028571
1998,78.93071429,little_willow,111.2657143
1999,88.75821429,little_willow,119.69
2000,61.95107143,little_willow,94.50857143
2001,63.11071429,little_willow,112.4742857
2002,80.12785714,little_willow,118.7828571
2003,67.81892857,little_willow,86.40714286
2004,47.27321429,little_willow,51.42142857
2005,69.12392857,little_willow,98.13857143
2006,98.10535714,little_willow,187.8257143
2007,69.16892857,little_willow,90.89857143
2008,63.74428571,little_willow,122.4928571
2009,62.97357143,little_willow,100.0371429
1980,121.267194,montana,151.0784044
1981,149.94326,montana,212.9614856
1982,106.0660248,montana,164.6740028
1983,89.95082531,montana,192.0701513
1984,100.3253095,montana,163.0536451
1985,90.24862448,montana,137.5694636
1986,102.9401651,montana,191.3810179
1987,86.40061898,montana,129.0646492
1988,88.29539202,montana,128.9270977
1989,129.0629299,montana,208.3370014
1990,91.21973865,montana,135.1169189
1991,72.65233838,montana,126.3686382
1992,69.98246217,montana,113.4924347
1993,99.57599725,montana,202.2489684
1994,72.16953233,montana,105.5543329
1995,88.76444292,montana,109.5598349
1996,85.67228336,montana,144.2420908
1997,93.80708391,montana,191.0701513
1998,104.3174003,montana,151.0082531
1999,118.0488308,montana,169.2283356
2000,73.46423659,montana,111.6836314
2001,84.07977992,montana,150.6863824
2002,107.1939477,montana,166.8899587
2003,91.40337001,montana,120.6850069
2004,61.12070151,montana,80.02338377
2005,81.26856946,montana,122.3136176
2006,129.8535076,montana,266.4910592
2007,85.31946355,montana,118.525447
2008,76.5343879,montana,126.5983494
2009,78.40715268,montana,131.8129299
1980,56.1821366,ninilchik,81.56217163
1981,66.02145359,ninilchik,114.4518389
1982,37.69220666,ninilchik,43.23117338
1983,35.04465849,ninilchik,71.07705779
1984,56.23598949,ninilchik,120.3992995
1985,55.11908932,ninilchik,76.03502627
1986,59.50963222,ninilchik,89.43782837
1987,32.79203152,ninilchik,41.76007005
1988,45.47022767,ninilchik,95.16112084
1989,55.95796848,ninilchik,91.73730298
1990,38.71409807,ninilchik,52.9352014
1991,50.20753065,ninilchik,67.39404553
1992,42.25,ninilchik,77.39754816
1993,47.47197898,ninilchik,95.42732049
1994,32.09281962,ninilchik,36.97723293
1995,58.54334501,ninilchik,88.64273205
1996,33.16593695,ninilchik,59.42031524
1997,42.38922942,ninilchik,76.46409807
1998,46.79947461,ninilchik,50.87215412
1999,46.45359019,ninilchik,87.26970228
2000,42.4028021,ninilchik,82.47285464
2001,37.43301226,ninilchik,58.85464098
2002,50.64842382,ninilchik,86.43957969
2003,46.09194396,ninilchik,71.34150613
2004,22.43695272,ninilchik,27.37302977
2005,35.60858144,ninilchik,44.1558669
2006,56.02014011,ninilchik,124.5446585
2007,33.53152364,ninilchik,46.77583187
2008,43.85639229,ninilchik,76.15236427
2009,33.70140105,ninilchik,62.20490368
1980,90.91727273,theodore,106.1218182
1981,115.2990909,theodore,168.1545455
1982,77.89454546,theodore,100.9690909
1983,60.03863636,theodore,124.9181818
1984,78.00136364,theodore,163.72
1985,71.73090909,theodore,116.1363636
1986,82.52090909,theodore,135.4963636
1987,58.66590909,theodore,86.71454546
1988,68.79909091,theodore,127.9072727
1989,96.85318182,theodore,173.0763636
1990,59.93409091,theodore,92.96545455
1991,60.99045455,theodore,88.38909091
1992,55.61727273,theodore,102.4236364
1993,76.09409091,theodore,162.6018182
1994,54.46318182,theodore,75.71090909
1995,73.89,theodore,101.9327273
1996,63.38818182,theodore,115.8709091
1997,68.23863636,theodore,140.4381818
1998,72.88727273,theodore,108.8690909
1999,81.85181818,theodore,127.2363636
2000,63.26545455,theodore,102.9581818
2001,57.445,theodore,98.47454546
2002,75.45136364,theodore,131.6236364
2003,71.87681818,theodore,103.6672727
2004,43.53636364,theodore,66.74909091
2005,48.15636364,theodore,82.07272727
2006,94.54,theodore,211.9363636
2007,54.71727273,theodore,81.39454546
2008,54.83681818,theodore,83.68363636
2009,49.41318182,theodore,88.74727273
1980,107.155466,willow,134.9767025
1981,121.1810036,willow,173.9722222
1982,81.08243728,willow,135.125448
1983,76.61335125,willow,163.4130824
1984,86.23655914,willow,118.8870968
1985,71.0625,willow,120.2598566
1986,78.68794803,willow,151.8198925
1987,73.50336022,willow,103.2311828
1988,72.37948029,willow,107.516129
1989,103.1431452,willow,156.9749104
1990,70.2484319,willow,116.7732975
1991,76.09094982,willow,123.9184588
1992,63.59632617,willow,94.92204301
1993,79.34811828,willow,157.8485663
1994,58.1812276,willow,93.57706093
1995,84.14202509,willow,101.3709677
1996,67.17316308,willow,106.7007169
1997,78.13866488,willow,146.1594982
1998,85.3172043,willow,125.2992832
1999,95.35595878,willow,134.7464158
2000,68.5047043,willow,104.8960574
2001,67.88844086,willow,121.3709677
2002,86.64471326,willow,131.0887097
2003,72.76635305,willow,95.53315412
2004,51.98969534,willow,59.14784946
2005,78.73947133,willow,112.6057348
2006,106.7921147,willow,205.9238351
2007,76.55510753,willow,99.05645161
2008,71.92316308,willow,145.6460574
2009,70.20071685,willow,113.5286738
